review_id,image_path,source_image_id,proposed_class,source_question,source_answer,perceptual_group_id,review_status,review_label,review_notes
V2-0455,traffic512final/img_0978.jpg,img_0978.jpg,school_ahead,What does this traffic sign indicate?,School,group_0898,approved,,Visually consistent with school_ahead.
V2-0456,traffic512final/img_0987.jpg,img_0987.jpg,school_ahead,What does this traffic sign indicate?,School,group_0907,approved,,Visually consistent with school_ahead.
V2-0457,traffic512final/img_1025.jpg,img_1025.jpg,school_ahead,What does this traffic sign indicate?,School,group_0945,rejected,,Does not clearly show the proposed school-ahead sign.
V2-0458,traffic512final/img_1031.jpg,img_1031.jpg,school_ahead,What does this traffic sign indicate?,School,group_0951,rejected,,Does not clearly show the proposed school-ahead sign.
V2-0459,traffic512final/img_1057.jpg,img_1057.jpg,school_ahead,What does this traffic sign indicate?,School,group_0976,approved,,Visually consistent with school_ahead.
V2-0460,traffic512final/img_0135.jpg,img_0135.jpg,side_road_right,what does this traffic sign indicate?,Side road right,group_0135,approved,,Visually consistent with side_road_right.
V2-0461,traffic512final/img_0136.jpg,img_0136.jpg,side_road_right,what does this traffic sign indicate?,Side road right,group_0136,approved,,Visually consistent with side_road_right.
V2-0462,traffic512final/img_0186.jpg,img_0186.jpg,side_road_right,what does this traffic sign indicate?,Side road right,group_0183,approved,,Visually consistent with side_road_right.
V2-0463,traffic512final/img_0310.jpg,img_0310.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0304,approved,,Visually consistent with side_road_right.
V2-0464,traffic512final/img_0312.jpg,img_0312.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0306,approved,,Visually consistent with side_road_right.
V2-0465,traffic512final/img_0376.jpg,img_0376.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0366,approved,,Visually consistent with side_road_right.
V2-0466,traffic512final/img_0380.jpg,img_0380.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0366,approved,,Visually consistent with side_road_right.
V2-0467,traffic512final/img_0400.jpg,img_0400.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0371,approved,,Visually consistent with side_road_right.
V2-0468,traffic512final/img_0429.jpg,img_0429.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0371,approved,,Visually consistent with side_road_right.
V2-0469,traffic512final/img_0471.jpg,img_0471.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0405,approved,,Visually consistent with side_road_right.
V2-0470,traffic512final/img_0522.jpg,img_0522.jpg,side_road_right,what does this traffic sign indicate?,Side road right,group_0456,approved,,Visually consistent with side_road_right.
V2-0471,traffic512final/img_0567.jpg,img_0567.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0501,approved,,Visually consistent with side_road_right.
V2-0472,traffic512final/img_0573.jpg,img_0573.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0507,approved,,Visually consistent with side_road_right.
V2-0473,traffic512final/img_0621.jpg,img_0621.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0555,approved,,Visually consistent with side_road_right.
V2-0474,traffic512final/img_0625.jpg,img_0625.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0559,approved,,Visually consistent with side_road_right.
V2-0475,traffic512final/img_0673.jpg,img_0673.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0607,approved,,Visually consistent with side_road_right.
V2-0476,traffic512final/img_0677.jpg,img_0677.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0611,approved,,Visually consistent with side_road_right.
V2-0477,traffic512final/img_1073.jpg,img_1073.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0992,approved,,Visually consistent with side_road_right.
V2-0478,traffic512final/img_1074.jpg,img_1074.jpg,side_road_right,what does this traffic sign indicate?,side road right,group_0993,approved,,Visually consistent with side_road_right.
V2-0479,traffic512final/img_0044.jpg,img_0044.jpg,stop,What does the symbol represent?,Stop,group_0044,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0480,traffic512final/img_0056.jpg,img_0056.jpg,stop,What does the symbol represent?,Stop,group_0056,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0481,traffic512final/img_0057.jpg,img_0057.jpg,stop,What does the symbol represent?,Stop,group_0057,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0482,traffic512final/img_0198.jpg,img_0198.jpg,stop,What does the symbol represent?,Stop,group_0193,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0483,traffic512final/img_0221.jpg,img_0221.jpg,stop,What does the symbol represent?,Stop,group_0215,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0484,traffic512final/img_0240.jpg,img_0240.jpg,stop,What does the symbol represent?,Stop,group_0234,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0485,traffic512final/img_0241.jpg,img_0241.jpg,stop,What does the symbol represent?,Stop,group_0235,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0486,traffic512final/img_0321.jpg,img_0321.jpg,stop,What does the symbol represent?,Stop,group_0315,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0487,traffic512final/img_0346.jpg,img_0346.jpg,stop,What does the symbol represent?,Stop,group_0336,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0488,traffic512final/img_0350.jpg,img_0350.jpg,stop,What does the symbol represent?,Stop,group_0340,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0489,traffic512final/img_0352.jpg,img_0352.jpg,stop,What does the symbol represent?,Stop,group_0342,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0490,traffic512final/img_0354.jpg,img_0354.jpg,stop,What does the symbol represent?,Stop,group_0344,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0491,traffic512final/img_0391.jpg,img_0391.jpg,stop,What does the symbol represent?,Stop,group_0315,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0492,traffic512final/img_0397.jpg,img_0397.jpg,stop,What does the symbol represent?,Stop,group_0370,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0493,traffic512final/img_0402.jpg,img_0402.jpg,stop,What does the symbol represent?,Stop,group_0373,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0494,traffic512final/img_0408.jpg,img_0408.jpg,stop,What does the symbol represent?,Stop,group_0342,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0495,traffic512final/img_0412.jpg,img_0412.jpg,stop,What does the symbol represent?,Stop,group_0370,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0496,traffic512final/img_0413.jpg,img_0413.jpg,stop,What does the symbol represent?,Stop,group_0340,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0497,traffic512final/img_0424.jpg,img_0424.jpg,stop,What does the symbol represent?,Stop,group_0373,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0498,traffic512final/img_0497.jpg,img_0497.jpg,stop,What does the symbol represent?,Stop,group_0431,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0499,traffic512final/img_0509.jpg,img_0509.jpg,stop,What does the symbol represent?,Stop,group_0443,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0500,traffic512final/img_0515.jpg,img_0515.jpg,stop,What does the symbol represent?,Stop,group_0449,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0501,traffic512final/img_0523.jpg,img_0523.jpg,stop,What does the symbol represent?,Stop,group_0457,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0502,traffic512final/img_0572.jpg,img_0572.jpg,stop,What does the symbol represent?,Stop,group_0506,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0503,traffic512final/img_0612.jpg,img_0612.jpg,stop,What does the symbol represent?,Stop,group_0546,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0504,traffic512final/img_0630.jpg,img_0630.jpg,stop,What does the symbol represent?,Stop,group_0564,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0505,traffic512final/img_0651.jpg,img_0651.jpg,stop,What does the symbol represent?,Stop,group_0585,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0506,traffic512final/img_0655.jpg,img_0655.jpg,stop,What does the symbol represent?,Stop,group_0589,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0507,traffic512final/img_0671.jpg,img_0671.jpg,stop,What does the symbol represent?,Stop,group_0605,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0508,traffic512final/img_0691.jpg,img_0691.jpg,stop,What does the symbol represent?,Stop,group_0625,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0509,traffic512final/img_0802.jpg,img_0802.jpg,stop,What does the symbol represent?,Stop,group_0725,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0510,traffic512final/img_0861.jpg,img_0861.jpg,stop,What does the symbol represent?,Stop,group_0784,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0511,traffic512final/img_0972.jpg,img_0972.jpg,stop,What does the symbol represent?,Stop,group_0892,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0512,traffic512final/img_0986.jpg,img_0986.jpg,stop,What does the symbol represent?,Stop,group_0906,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0513,traffic512final/img_1048.jpg,img_1048.jpg,stop,What does the symbol represent?,Stop,group_0968,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0514,traffic512final/img_1064.jpg,img_1064.jpg,stop,What does the symbol represent?,Stop,group_0983,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.
V2-0515,traffic512final/img_0094.jpg,img_0094.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0094,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0516,traffic512final/img_0138.jpg,img_0138.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0138,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0517,traffic512final/img_0610.jpg,img_0610.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0544,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0518,traffic512final/img_0620.jpg,img_0620.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0554,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0519,traffic512final/img_0626.jpg,img_0626.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0560,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0520,traffic512final/img_0635.jpg,img_0635.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0569,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0521,traffic512final/img_0653.jpg,img_0653.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0587,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0522,traffic512final/img_0663.jpg,img_0663.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0597,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0523,traffic512final/img_0681.jpg,img_0681.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0615,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0524,traffic512final/img_0693.jpg,img_0693.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0627,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0525,traffic512final/img_0704.jpg,img_0704.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0638,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0526,traffic512final/img_0727.jpg,img_0727.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0661,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0527,traffic512final/img_0729.jpg,img_0729.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0663,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0528,traffic512final/img_0741.jpg,img_0741.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0675,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0529,traffic512final/img_0751.jpg,img_0751.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0663,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
V2-0530,traffic512final/img_0753.jpg,img_0753.jpg,y_junction,what does this traffic sign indicate?,Y-intersection,group_0674,rejected,,Visual symbol appears to be a side-road/junction warning rather than a conventional Y-junction. Reject for the current external test and separately re-check Dataset A class 41.
